category,source,measure,gas,unit,party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
6A,-999,EM,GHGa,GgCO2eq,LT,864.2297944,885.0634354,903.9116703,920.1399092,924.8714081,926.282141,933.2629953,939.9169154,943.4407798,945.82798,954.2508977,985.2487279,995.0160422,1004.261051,986.3960059,967.9741262,951.782084,936.9493012,920.870595,904.9559509,885.0950592,808.5973801,789.5904225
6A,-999,EM,GHGa,GgCO2eq,LU,67.13125562,68.83746695,69.22032088,68.3484546,66.05762197,63.59617106,61.49986031,60.05091726,58.02502948,56.1334841,55.84366448,50.99538885,49.59845172,48.61661231,43.561208,41.30875473,39.22782185,37.92580841,35.71575772,33.77896253,31.29273121,29.49878291,25.99171257
6A,-999,EM,GHGa,GgCO2eq,LV,329.9781771,342.1679645,352.0519494,359.6933746,365.3416282,369.006286,373.3776802,378.9490114,385.668798,393.4436234,402.2256526,411.9840071,409.7360246,375.5279732,358.92224,370.1444322,386.0115631,406.5645082,423.4281498,427.2716744,435.3455179,437.5712613,448.4673677
6A,-999,EM,GHGa,GgCO2eq,MT,13.94269534,15.78828135,17.68782709,19.63258538,21.61627383,23.65774244,25.77486824,27.90134437,30.54892385,33.107378,35.83713058,38.25340068,40.84223363,43.41209926,46.0806109,54.65259578,64.6296816,74.17371264,79.61294547,92.77174252,102.9226381,109.1715171,50.38037164
6A,-999,EM,GHGa,GgCO2eq,NL,12010.9628,12018.97051,11770.0111,11435.28955,11063.14491,10501.77891,10148.67132,9824.045725,9403.566497,8602.933372,8100.373747,7300.430829,6642.403604,5907.858314,5382.461908,4788.55318,4430.479633,4105.055168,3826.829498,3649.492083,3383.831264,3166.201017,2973.317004
6A,-999,EM,GHGa,GgCO2eq,PL,7414.078538,7537.114707,7612.609758,7676.04834,7721.59182,7775.780973,7899.227639,8037.858406,8230.526329,8394.127384,8451.555262,8510.256185,8493.423288,8312.139271,8278.547004,8364.604797,8389.041331,8429.042546,8364.461541,8406.250221,8348.151161,8171.918697,8075.82401
6A,-999,EM,GHGa,GgCO2eq,PT,3032.571574,3172.117037,3315.349356,3462.310887,3615.48245,3773.282759,3941.623822,4124.691503,4346.693903,4572.6446,4722.791904,4846.56616,4945.791532,4788.908705,4776.265061,4676.981625,4711.473301,4755.101978,4823.685952,4694.659359,4984.896591,5113.971621,5013.918676
6A,-999,EM,GHGa,GgCO2eq,RO,1292.005315,1326.836322,1356.78484,1385.333027,1412.487783,1528.622044,1597.925965,1616.337492,1662.865451,1759.889186,1913.874637,2013.003568,2161.496516,2266.555896,2360.092807,2478.013917,2533.702979,2674.511176,2781.295084,2883.014307,2925.888729,2445.202513,2931.689317
6A,-999,EM,GHGa,GgCO2eq,SE,2874.223847,2918.012085,2918.88013,2820.612793,2703.962522,2696.907036,2673.757856,2647.588801,2604.43326,2492.925336,2414.456001,2370.607595,2214.014223,2087.767727,2066.966634,1922.61828,1846.701469,1681.597032,1474.974642,1372.077399,1282.128294,1192.529219,1094.490376
6A,-999,EM,GHGa,GgCO2eq,SI,345.1099409,350.5330065,358.1888264,365.7590659,373.3147093,376.4686175,381.1752528,394.7385807,409.0912156,423.5527257,438.9244844,452.4590088,464.1935576,470.8981003,482.6642113,486.4528484,476.326214,453.3520038,399.7519409,361.2603666,356.0027642,366.3721036,359.0006648
6A,-999,EM,GHGa,GgCO2eq,SK,469.77,492.45,507.36,522.69,582.75,647.85,710.01,919.8,1218,1515.78,1207.71,1258.74,1845.9,1776.39,1875.72,1736.07,1853.46,1773.45,1780.8,1584.45,1615.264053,1572.902942,1629.6
6B,-999,EM,GHGa,GgCO2eq,AT,211.3464274,210.1932418,201.8787561,193.7646919,202.565399,212.9051205,221.8541066,224.7109631,230.9275131,241.0107391,261.0065019,279.6998379,275.1244948,268.0381024,263.4939521,272.0393138,283.0498029,284.9373342,286.8368124,287.0216094,287.2099731,288.1534197,289.4510924
6B,-999,EM,GHGa,GgCO2eq,BE,503.9007953,510.5552377,518.0126953,518.620481,511.1867381,504.4629222,498.7292143,492.3739926,488.3652967,463.2575364,427.6472299,417.5635373,410.5211279,403.9435867,400.5846526,397.6442003,399.0985345,403.5119456,401.2802607,399.0534871,403.0419507,408.5484703,388.1279765
6B,-999,EM,GHGa,GgCO2eq,BG,2726.672779,2105.482278,1703.604354,1580.874623,1513.015169,1638.407862,1598.195118,1462.015227,1336.293352,1180.395176,1101.450969,976.3912219,997.3984872,1548.30244,1521.314219,941.8560949,950.309254,951.4776808,930.9140564,835.3068351,859.3452049,836.7204424,835.6135629
6B,-999,EM,GHGa,GgCO2eq,CY,138.520777,140.1328781,143.41756,147.2069678,151.9757406,153.4667582,152.7126895,153.437765,151.7355668,150.02859,150.5834007,150.7437535,149.7133534,144.0949491,140.9367054,139.26912,127.3377905,117.5749642,114.091475,105.3407443,103.202998,98.60738071,88.97666045
6B,-999,EM,GHGa,GgCO2eq,CZ,1137.368892,1068.127641,990.682247,938.1287813,942.2678822,928.2300049,890.0319241,906.8102979,902.7171661,842.8650812,803.8291061,788.6308373,822.9238114,779.5543901,791.3181738,798.0835971,795.161672,788.6423762,787.9154361,783.0219959,791.4258846,791.3883278,785.8110624
6B,-999,EM,GHGa,GgCO2eq,DE,3841.884417,3370.554691,3047.785274,2859.840324,2654.727665,2642.362439,2568.062368,2505.74978,2443.250268,2456.353193,2449.961704,2445.462195,2468.894286,2489.804309,2481.142027,2477.445451,2470.988177,2469.346065,2459.503553,2454.12965,2451.985658,2411.236769,2411.657916
6B,-999,EM,GHGa,GgCO2eq,DK,170.4393766,167.5107099,156.1818731,174.182646,180.8981398,176.0949713,159.8121607,155.5579968,157.6968163,154.1819754,163.4200299,157.1821105,168.4664092,149.9062453,147.2830354,156.5828042,145.7174796,157.0897411,169.8156621,146.4290958,150.2799193,154.2663246,146.8411162
6B,-999,EM,GHGa,GgCO2eq,EE,160.6898507,145.8104046,117.6545823,62.82289169,47.79419431,51.02306976,52.14108532,51.70277547,51.71408658,53.06171252,52.7601582,48.73297632,51.04526602,45.67739358,37.95625175,40.91342215,40.33935017,41.31675963,41.44549134,40.01742781,40.71235184,40.38637995,39.78962361
6B,-999,EM,GHGa,GgCO2eq,ES,1553.510808,1513.235809,1490.645376,1524.501172,1542.955256,1501.96529,1498.305609,1576.122442,1609.205084,1623.083309,1606.718658,1645.790628,1702.813228,1738.078238,1777.261226,1799.649994,1802.422168,1852.375768,1862.354098,1867.760805,1888.724701,1895.43303,1879.772552
6B,-999,EM,GHGa,GgCO2eq,FI,297.3064055,281.9219708,277.8881548,275.7946984,272.3417993,275.6074047,267.9528188,264.4538512,254.8119347,246.2589678,243.6491439,241.8721139,241.2469695,239.4314942,237.3660176,230.1711666,229.6604182,228.7470479,230.0780334,212.6234925,217.2515712,213.3076428,218.3499497
6B,-999,EM,GHGa,GgCO2eq,FR,2278.409566,2358.733156,2373.633624,2408.089244,2440.185111,2497.302534,2520.238118,2535.545185,2553.377766,2524.207492,2545.963602,2514.999947,2415.397281,2317.973129,2236.673303,2193.515365,2189.72257,2099.515173,2078.623112,2034.282412,2008.619135,2017.900677,2027.083072
6B,-999,EM,GHGa,GgCO2eq,GB,2834.858963,2825.292635,2863.645696,2854.598119,2860.479065,2875.806102,2912.5084,2882.177329,2901.609566,2937.348451,3047.043453,3040.343511,3015.095886,2957.278777,3006.554811,3011.688689,3031.364098,3040.350218,2992.825664,2792.690947,2774.741551,2853.523378,2797.80553
6B,-999,EM,GHGa,GgCO2eq,GR,3348.306678,3243.721617,3258.900375,3210.777523,3278.294274,3181.250605,3177.3871,3003.168377,3070.736748,2889.112417,2660.443713,2156.871758,1949.098791,1832.484645,1752.798865,1618.544292,1634.025742,1498.191114,1395.45157,1367.089327,1450.759246,1451.824485,1449.246641
6B,-999,EM,GHGa,GgCO2eq,HR,368.0913892,360.8436328,358.8017433,356.3837096,359.2496911,362.1427635,353.0806007,354.3695612,347.7580959,355.9077561,355.6847245,349.3142596,353.3630077,351.3555327,354.3793998,356.9749352,362.6978244,366.8719854,363.359112,348.4007555,349.105911,348.5751119,345.8835601
6B,-999,EM,GHGa,GgCO2eq,HU,1187.700122,1176.282846,1155.246428,1123.67739,1101.12107,1099.248707,1077.942284,1071.980302,1059.374726,1049.751871,1052.904174,1027.712973,982.7261086,959.8856075,911.3576168,881.5378887,827.7664716,790.8850889,719.3730677,666.9232355,627.1498723,595.1515142,574.5423671
6B,-999,EM,GHGa,GgCO2eq,IE,126.4337389,130.4614194,129.412953,126.6599594,123.7116103,124.1889114,128.242634,136.6449731,141.3577099,147.5316802,147.1611859,154.0345943,152.6025042,154.162108,156.4447883,146.840368,150.4304503,150.6708224,154.9522123,156.2931575,156.9504404,160.5329325,161.1618459
6B,-999,EM,GHGa,GgCO2eq,IT,3820.866613,3924.408394,3973.026369,3989.798918,4014.868849,3994.897376,4060.535506,4078.445277,4138.435206,4187.445986,4292.299979,4330.040795,4405.953142,4451.246732,4565.111443,4629.418169,4644.65013,4663.28892,4688.69447,4675.94082,4720.999847,4674.277925,4679.129353
6B,-999,EM,GHGa,GgCO2eq,LT,253.7663143,254.3818754,253.1645282,252.0122353,250.172802,248.3452542,246.7079725,245.3480569,243.9668487,240.0756091,234.4101612,228.5686844,223.69018,214.6772376,208.1861873,200.8265401,188.3997089,186.0392621,194.1197377,186.8211997,177.0876424,175.0173073,175.0222163
6B,-999,EM,GHGa,GgCO2eq,LU,15.35094543,15.3715438,15.39455664,15.51278791,15.63934152,15.4338425,14.62726809,14.6277612,14.7905118,14.88638,15.13856985,15.3533848,14.16857586,14.20735298,14.97604967,14.97789199,15.20495483,15.48795577,14.34833026,14.17031065,13.91763551,13.61386579,10.36294733
6B,-999,EM,GHGa,GgCO2eq,LV,257.8718213,255.6954191,243.948463,227.1549007,217.8850893,205.2692633,193.7905278,199.255694,199.1986049,190.1081828,181.1484018,198.2708708,196.0301611,196.2735826,215.1973963,203.8763991,185.7870254,175.7730212,198.6134939,180.2271131,176.1201361,152.5690122,148.1614309
6B,-999,EM,GHGa,GgCO2eq,MT,23.46385813,23.66217594,23.95879069,24.22565705,24.50648131,24.67269542,24.8348814,25.29236039,25.23033266,24.76462118,25.40815959,25.04994516,25.33149931,25.49542567,25.67401677,25.93830783,26.11788792,26.27671768,25.63329606,24.16925749,25.06071476,16.70241589,13.90101366
6B,-999,EM,GHGa,GgCO2eq,NL,771.4688974,871.595075,863.3616567,857.5492488,750.6787269,689.3293763,679.6668382,680.5964299,683.0350397,680.5730282,666.1245084,667.1560468,673.5229894,648.4669394,655.8427042,658.4890339,649.3862071,655.7437738,658.4267455,654.3367149,654.1435596,657.1982297,656.2100709
6B,-999,EM,GHGa,GgCO2eq,PL,3003.626266,3359.901391,3390.578704,3503.879825,3435.1831,3443.081633,3470.459739,3700.632862,3914.424318,4061.409736,5497.392394,5581.482272,5757.44442,5851.912768,5829.501062,5862.519242,5910.437699,6071.649346,5993.396251,6129.07567,6184.497847,6242.533948,6497.174853
6B,-999,EM,GHGa,GgCO2eq,PT,2945.347403,3004.136214,3076.226001,3088.497711,3225.094749,3274.340385,3105.529215,3170.795198,3255.210935,3120.673318,2834.727966,2751.966432,2923.581981,3099.916865,3239.038937,3343.588826,3261.934126,3191.902898,2767.876048,2596.296817,2866.827876,3118.478931,3111.888269
6B,-999,EM,GHGa,GgCO2eq,RO,3288.076645,3184.017763,3090.176397,3076.145727,3075.21356,3209.423623,3180.208804,3164.460977,3158.66034,3162.517173,3177.848361,3133.69039,3037.520455,3055.439724,2994.283182,2882.475598,2867.359636,2917.249127,2888.036492,2812.42328,2778.8931,2880.280062,2876.113102
6B,-999,EM,GHGa,GgCO2eq,SE,502.1604522,495.2211022,488.2817522,488.3596951,488.4376379,492.7001379,484.4585187,476.2168994,468.3625587,460.9678373,455.8334588,452.1856194,450.4006143,449.9425863,448.8030131,451.2090116,456.0964595,457.2096106,462.5241254,455.9096063,455.0699147,457.768087,459.921
6B,-999,EM,GHGa,GgCO2eq,SI,201.7870686,198.4481113,186.5950181,196.017838,198.1721962,204.5170014,208.5218017,210.5043068,214.756479,224.0391637,228.4998592,230.4332698,233.8364233,221.4409537,231.2965722,218.3820804,202.3576264,197.7965993,170.2303714,140.5128825,129.5939964,134.3893967,123.9074183
6B,-999,EM,GHGa,GgCO2eq,SK,531.9062193,522.9972619,509.2364697,496.7740255,479.7045569,468.92504,464.9143746,459.8322411,457.8909958,449.9734157,440.1044898,436.4346387,444.9193199,421.8694503,411.758394,409.8832933,404.6524114,398.6232823,391.5440337,389.3747459,387.897324,368.7451707,366.5248619
6C,-999,EM,GHGa,GgCO2eq,AT,27.08646356,23.5827026,10.90977904,10.63755588,10.6884865,11.01164028,11.33479406,11.65794784,11.98110162,12.3042554,12.3042554,12.3042554,12.3042554,12.3042554,12.3042554,12.3042554,10.1833945,8.1467156,6.1100367,4.0733578,2.0366789,2.0366789,2.0366789
6C,-999,EM,GHGa,GgCO2eq,BE,290.5886867,293.0490443,298.1235692,298.9969832,190.1503853,146.1961442,153.1607516,164.7487697,135.3579563,162.8253305,168.1693145,181.0972014,418.1186348,453.1930917,502.211818,544.834793,608.3389853,735.0919298,697.6101384,600.0301614,692.8805618,528.1478785,517.6429767
6C,-999,EM,GHGa,GgCO2eq,BG,28.37186473,28.8659123,26.9912517,29.09506511,29.57263296,29.9262869,29.49539446,29.74514268,49.7539468,40.45515299,89.02414267,56.60137695,55.26217257,62.46612885,99.19005615,78.36209427,73.6076323,49.14712404,60.57570154,47.47772001,19.3800286,14.10878563,28.59900146
6C,-999,EM,GHGa,GgCO2eq,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6C,-999,EM,GHGa,GgCO2eq,CZ,23.58594082,28.23621851,33.13741047,45.24820561,64.1587773,72.03748519,72.41385659,75.89487381,76.25786311,77.90386069,64.22736054,87.75475469,126.3922741,195.707579,183.8709233,178.5318503,194.2661368,205.6150007,245.2901137,202.6645368,183.0678279,190.9058433,210.7679818
6C,-999,EM,GHGa,GgCO2eq,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6C,-999,EM,GHGa,GgCO2eq,DK,0.208005111,0.20718289,0.21171228,0.220805432,0.219469187,0.22542055,0.223349299,0.222306096,0.217475891,0.230423236,0.232861393,0.233787444,0.237703781,0.235867924,0.241838083,0.252142481,0.280587291,0.29555376,0.299657054,0.302678375,0.309076456,0.288217776,0.287991981
6C,-999,EM,GHGa,GgCO2eq,EE,2.094615142,2.094615142,2.094615142,2.094615142,2.094615142,3.397857902,0.372820955,0.481022083,1.854485548,15.51265989,16.84661761,16.84076238,5.434955187,3.976639157,4.095429632,2.704844378,0.124438667,0.05208,0,0.005952,0.05208,0,0.879243863
6C,-999,EM,GHGa,GgCO2eq,ES,344.0211426,364.8062055,414.5353767,393.5911641,335.0721853,151.4949837,128.5163896,85.7840909,84.07590073,80.47502233,65.69497338,20.82151636,22.22734568,17.91571999,9.425049538,9.309704692,8.701052968,15.39013796,15.43338012,11.57183978,11.78392475,11.80656218,13.79031453
6C,-999,EM,GHGa,GgCO2eq,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6C,-999,EM,GHGa,GgCO2eq,FR,1899.30826,1885.184289,1914.165394,1891.245257,1973.633468,1949.124194,1895.410756,1734.378255,1651.562257,1566.479799,1640.250422,1605.042632,1601.54701,1601.941191,1483.13954,1551.56992,1596.343577,1466.552668,1507.868018,1503.232911,1566.189246,1495.245948,1317.967448
6C,-999,EM,GHGa,GgCO2eq,GB,1483.539407,1489.976821,1455.108658,1360.21416,1151.187634,1001.886862,1010.335243,555.4706693,586.4557814,544.757576,552.7302933,574.9261264,573.9555123,522.3551526,493.3850582,436.9367742,361.4829668,382.6064356,330.3158399,321.9765087,329.0445125,320.3172913,299.3753423
6C,-999,EM,GHGa,GgCO2eq,GR,0.353703067,0.353703067,0.353703067,0.353703067,0.353703067,0.353703067,0.353703067,0.353703067,0.353703067,0.353703067,0.353703067,0.353703067,0.624600187,1.012712407,1.213280467,2.134671033,2.591684022,3.348452034,4.617340816,4.5296344,3.829241855,3.667137713,3.992415512
6C,-999,EM,GHGa,GgCO2eq,HR,0.043223273,0.040826001,0.040437009,0.041983928,0.042056299,0.042237225,0.040654121,0.041359733,0.040717445,0.041196899,0.039631888,0.040138481,0.040192759,0.040183713,0.041129444,0.033630608,0.04016562,0.082858689,1.008445848,0.383762572,0.1347896,0.0480282,0.0778316
6C,-999,EM,GHGa,GgCO2eq,HU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.27598141,48.77356438,72.61961481,66.57047786,66.57661068,71.19427949,87.98504675,96.89842307,97.06389815
6C,-999,EM,GHGa,GgCO2eq,IE,83.83616251,83.83616251,83.83616251,83.83616251,83.83616251,83.83616251,83.83616251,70.19424639,53.00249027,56.14469607,59.28690187,63.7067404,64.71165339,97.29277031,110.9109717,107.3937762,103.8765808,82.91273226,61.94888376,63.37176941,54.06026746,37.39521335,39.67775907
6C,-999,EM,GHGa,GgCO2eq,IT,589.9866311,633.1177418,624.262579,582.2076327,585.7376352,541.310699,540.4151294,566.861751,561.4262204,484.7953133,277.4314369,297.241786,247.5369465,271.394525,268.9245439,306.4910598,317.8470727,284.9387868,280.1916758,319.1752042,243.5858783,247.5939662,244.7224763
6C,-999,EM,GHGa,GgCO2eq,LT,4.511031427,4.511031427,1.281106559,3.767564462,1.165479822,4.256347666,1.439107637,1.427083172,1.505503353,0.653825999,1.922924887,2.544631269,2.333382978,6.274415535,3.218364307,5.942209248,5.45407211,0.783588136,0.657377528,0.696289178,2.034087001,7.298599168,7.298599168
6C,-999,EM,GHGa,GgCO2eq,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6C,-999,EM,GHGa,GgCO2eq,LV,0,0,0,0,0,0,0,0,0,0.75542667,1.20357334,2.39174866,0.305037615,0.372789055,0.448872525,0.448397891,1.54210777,1.208317831,0.512123769,0.344661728,0.345684881,0.338983935,0.31811097
6C,-999,EM,GHGa,GgCO2eq,MT,0.434423422,0.434423422,0.434423422,0.434423422,0.434423422,0.434423422,0.434423422,0.434423422,0.408788916,0.408788916,0.408788916,0.408788916,0.408788916,0.408788916,0.32742259,0.32742259,0.32742259,0.32742259,0.528154011,0.69609068,0.741668312,0.886322261,0.790706652
6C,-999,EM,GHGa,GgCO2eq,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6C,-999,EM,GHGa,GgCO2eq,PL,461.6650091,415.0538032,394.8479668,391.2311144,392.621775,397.3015664,402.6961934,401.7785952,430.2194368,359.7158041,455.5260173,438.801234,454.904682,371.9047578,290.014584,314.8185239,308.1522867,308.7729624,243.6849794,239.9970762,231.1463269,237.0305323,291.1383097
6C,-999,EM,GHGa,GgCO2eq,PT,13.67944306,13.7436964,13.80923481,13.87608398,13.94427014,14.01382003,15.31001204,17.30117316,14.00734718,12.88122489,10.67353279,4.120476831,3.910547628,9.153393049,23.00122482,28.08025716,27.64240849,22.17517792,36.86832664,25.15475694,32.0562108,24.62230087,26.31100604
6C,-999,EM,GHGa,GgCO2eq,RO,0,0,10.89975884,16.21323347,21.52670809,26.84018271,34.11909333,39.66831995,45.81528658,56.57876224,65.97347182,74.65435444,78.2687333,85.87537398,107.3213038,178.79382,364.479846,10.62052643,8.59142191,7.731913527,53.79886017,137.0474261,137.6152039
6C,-999,EM,GHGa,GgCO2eq,SE,44.88551845,53.40551869,59.52981569,49.09411903,50.23596331,43.86527707,49.96545211,51.58362365,50.15520864,49.19658808,45.40041258,48.54059942,61.85044555,48.43817126,56.02731921,57.32896016,53.11564079,58.48259477,62.08081243,63.60460232,60.96879482,65.417645,65.58579479
6C,-999,EM,GHGa,GgCO2eq,SI,1.33802625,1.33802625,1.33802625,1.33802625,0.85899,0.439989,0.63864075,0.29875175,0.72260625,1.76370425,2.16137075,2.1877625,1.9540115,2.7444625,2.380881503,2.307011864,2.788704923,3.4846437,3.64227577,4.493722993,5.232687725,5.284809247,5.436290793
6C,-999,EM,GHGa,GgCO2eq,SK,65.428,65.428,65.428,65.428,65.428,65.428,65.428,47.842,94.541,65.773,65.652,54.401,29.5757665,30.5722985,33.3324175,27.280636,53.54114575,11.6744855,9.55731475,7.7047535,41.83801475,11.8356988,16.29458145
6D,-999,EM,GHGa,GgCO2eq,AT,34.5744305,36.23690725,42.93805225,53.2089805,63.1239075,66.66328315,69.9340905,68.789361,71.2664501,74.9602172,78.81355223,89.35224969,99.80755122,109.7369171,137.7541393,149.3022181,156.426723,161.5409326,160.1529159,161.371402,161.2127703,160.5700482,164.4257161
6D,-999,EM,GHGa,GgCO2eq,BE,2.173521,2.173521,2.697513,2.835252,3.403197,5.711517,7.737051,11.009019,11.827032,13.21047,14.629755,13.870752,14.56439775,13.452012,14.73260775,14.13234375,19.52039143,20.54527916,18.96014169,19.80497043,24.14127033,25.13022755,23.63149629
6D,-999,EM,GHGa,GgCO2eq,BG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.812422,14.378241
6D,-999,EM,GHGa,GgCO2eq,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6D,-999,EM,GHGa,GgCO2eq,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6D,-999,EM,GHGa,GgCO2eq,DE,63.760508,132.6682934,170.3141483,207.5215899,325.6059122,454.1949559,593.2431511,632.5968338,677.6463445,734.566841,842.9471093,870.1969627,906.8298595,890.1589067,871.573369,900.66079,860.893703,894.423881,881.665642,867.705261,859.345528,934.8984,934.8984
6D,-999,EM,GHGa,GgCO2eq,DK,61.1136282,66.10678168,71.86625457,74.90730378,79.57605872,83.04320779,91.89754089,102.4998858,133.4992941,192.4004201,247.9715956,238.6381461,329.8986143,328.637647,149.3865631,153.6491434,170.6998735,197.0369489,191.2781344,209.5654371,216.1287509,226.6943988,235.1556732
6D,-999,EM,GHGa,GgCO2eq,EE,1.199175,1.259709,1.323429,1.390689,1.461312,1.5754416,1.0632213,1.987533,0.369576,1.138818,3.36477,3.17485608,2.8955961,11.91906176,13.46940884,18.62317217,20.41285475,32.83859831,36.684863,40.86841231,38.53602592,27.83339277,26.22620505
6D,-999,EM,GHGa,GgCO2eq,ES,28.18094139,26.13232503,23.87666778,21.47410041,17.88852301,14.90692176,12.37760063,10.28769544,8.286513753,9.081869622,9.875640264,10.59577905,12.0315325,12.96481174,13.49329246,12.96089937,13.6643505,15.16653483,15.67261457,16.34255891,15.04013306,15.31029368,15.49533019
6D,-999,EM,GHGa,GgCO2eq,FI,41.98314313,47.12084814,52.82708478,56.8579386,60.88879245,69.55759666,78.22640089,79.19672649,84.18410005,89.17147363,94.15884724,98.51433082,102.8698144,107.225298,111.5807815,124.7400816,134.6701358,135.7821468,133.2247679,124.6955099,125.3441702,129.6003459,117.3542298
6D,-999,EM,GHGa,GgCO2eq,FR,84.81768654,87.53589584,90.30724706,93.13308517,104.8616803,116.5902755,134.6877398,141.3493087,162.1853579,221.1335715,230.453075,266.0789753,305.6943493,341.560559,368.581706,398.6628301,447.7059739,471.3182392,493.1153774,543.3017324,596.8352683,629.0204779,661.5578127
6D,-999,EM,GHGa,GgCO2eq,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6D,-999,EM,GHGa,GgCO2eq,GR,0,0,0,0,0,0,0,5.5755,5.5755,5.5755,5.5755,0,0,0,0.391524,2.693232,14.350983,15.52113,15.907344,4.7833011,4.7833011,4.7833011,4.7833011
6D,-999,EM,GHGa,GgCO2eq,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6D,-999,EM,GHGa,GgCO2eq,HU,0,0,0,0,0,0,3.186,3.363,3.186,3.186,3.009,3.009,8.319,8.319,6.903,7.257,10.266,11.328,15.045,15.93,26.196,32.391,32.368521
6D,-999,EM,GHGa,GgCO2eq,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6D,-999,EM,GHGa,GgCO2eq,IT,0.22385697,0.267272032,0.310687095,0.354102157,0.495073493,0.483456548,0.438915557,1.009477524,1.209091001,1.644906147,2.034579805,2.615434072,3.303442991,3.752715239,3.703563539,4.201876757,4.471071445,4.613783648,4.415842928,4.417002359,5.197404945,5.267256953,5.748462436
6D,-999,EM,GHGa,GgCO2eq,LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6D,-999,EM,GHGa,GgCO2eq,LU,0,0,0,1.027485,1.194042,1.486446,1.301658,2.846691,4.723245,4.908033,9.1053138,8.5041804,10.3246956,13.1933868,12.8836848,13.7529366,15.438828,14.67677118,16.3781676,15.1959324,15.0068196,15.21429152,0
6D,-999,EM,GHGa,GgCO2eq,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393648,1.399185,1.161828,2.070546,1.666632,1.642914,2.67447,3.28335,4.194723,3.11874
6D,-999,EM,GHGa,GgCO2eq,MT,0,0,0,1.744689,3.948162,4.041795,2.448618,1.714599,4.061619,2.34201267,2.74460979,3.13251237,1.70791902,2.56610175,2.77627155,2.83733478,3.68965881,0,0,0,0,0,0
6D,-999,EM,GHGa,GgCO2eq,NL,1.889605,25.81152,49.54160544,64.97745552,96.85127808,114.6334708,116.4269362,119.3818369,118.0955868,115.9216036,122.6790083,111.5850246,114.2882146,107.946419,114.295664,107.804883,104.322339,106.186239,101.978129,56.615296,54.260612,56.434835,58.813775
6D,-999,EM,GHGa,GgCO2eq,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6D,-999,EM,GHGa,GgCO2eq,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123303652,0.20414804,0.19481542,0.192857059,0.16500958,0.133056613,0.027836086,0
6D,-999,EM,GHGa,GgCO2eq,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6D,-999,EM,GHGa,GgCO2eq,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6D,-999,EM,GHGa,GgCO2eq,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6D,-999,EM,GHGa,GgCO2eq,SK,3.54,3.54,3.54,3.79,3.363,6.268,5.591,6.851,6.726,6.955,6.424,7.715,207.6,211.921,80.108,106.148,150.856,106.908,117.403,120.6037,118.4601891,212.494752,150.3297657
TOTnoLULUCF,-999,EM,GHGa,GgCO2eq,AT,78060.96588,82100.82884,75376.93797,75448.98664,76318.38714,79712.40899,82726.5175,82255.41952,81621.81409,79919.95441,80227.08655,84220.31105,85921.35328,91925.01254,91539.00111,92568.61544,89697.48266,86955.32599,86888.39283,80249.22774,84952.97108,82953.72839,80210.76931
TOTnoLULUCF,-999,EM,GHGa,GgCO2eq,BE,143009.6576,144997.7004,143733.1038,142821.6739,148561.1272,150431.3026,154444.8477,145833.1699,151399.0008,145160.0165,145949.6944,145274.6212,144225.9444,146195.7379,147177.0268,143223.0966,138906.0188,133855.2983,136837.9215,124537.5796,132161.435,121028.8779,117605.0999
TOTnoLULUCF,-999,EM,GHGa,GgCO2eq,BG,110170.7169,87364.60451,81107.92002,79336.86867,75691.88858,76480.71667,76339.00633,72717.01109,67784.61877,60936.13175,60086.54159,63213.32219,60198.97884,64924.93605,64108.02148,64207.12166,64975.15377,68885.64749,67283.35972,58153.55661,60699.38079,66489.6149,60997.85532
