variable_UID,name
244D6A04-BE5D-4C61-A689-48A7120AE453,[Other Transportation][Liquid Fuels][Emissions][CH4][kt][no source][no method][no target][no option][no type]
B088DF21-1490-4C09-8913-C80A4CAE2B12,[Other Transportation][Liquid Fuels][Emissions][CO2][kt][no source][no method][no target][no option][no type]
A2DCE8F9-2F4D-4CE1-AC61-BE68ACDE4B06,[Other Transportation][Liquid Fuels][Emissions][N2O][kt][no source][no method][no target][no option][no type]
93B09352-DBEF-4520-9F5C-0E311777CD12,[Commercial/Institutional][Biomass][Emissions][CH4][kt][no source][no method][no target][no option][no type]
51BB5A64-B18F-4503-86C0-E5C38D6EBB36,[Commercial/Institutional][Biomass][Emissions][N2O][kt][no source][no method][no target][no option][no type]
2A121D41-20DF-4736-AC06-189A95FB492B,[Commercial/Institutional][Gaseous Fuels][Emissions][CH4][kt][no source][no method][no target][no option][no type]
FB47D8E1-41DA-4C84-8B91-8DE07380570A,[Commercial/Institutional][Gaseous Fuels][Emissions][CO2][kt][no source][no method][no target][no option][no type]
1B27BCD7-0475-4AB2-B0F3-3729FA6CFFDF,[Commercial/Institutional][Gaseous Fuels][Emissions][N2O][kt][no source][no method][no target][no option][no type]
676C86E7-63EE-4CE3-A406-A2AEC0CC1A69,[Commercial/Institutional][Liquid Fuels][Emissions][CH4][kt][no source][no method][no target][no option][no type]
20901C58-7DBC-4C2E-BCEA-130AE72384CB,[Commercial/Institutional][Liquid Fuels][Emissions][CO2][kt][no source][no method][no target][no option][no type]
87B0EC32-9AE7-40AE-ADB3-7C0C42F83C5E,[Commercial/Institutional][Liquid Fuels][Emissions][N2O][kt][no source][no method][no target][no option][no type]
22D5FB12-AD3A-425E-ABB4-AACE28E1F720,[Commercial/Institutional][Other Fossil Fuels][Emissions][CH4][kt][no source][no method][no target][no option][no type]
3711D3D9-34E3-4EB8-AE0C-584F83DDBAF4,[Commercial/Institutional][Other Fossil Fuels][Emissions][CO2][kt][no source][no method][no target][no option][no type]
BF111693-9294-45A1-AD4D-47AEED691DC3,[Commercial/Institutional][Other Fossil Fuels][Emissions][N2O][kt][no source][no method][no target][no option][no type]
4AB7D0DE-95A2-4C01-9292-39DB8C985422,[Commercial/Institutional][Peat][Emissions][CO2][kt][no source][no method][no target][no option][no type]
3EC9154B-A8ED-4712-8548-B8E8961892E6,[Commercial/Institutional][Solid Fuels][Emissions][CH4][kt][no source][no method][no target][no option][no type]
71E2965B-55FC-41A0-9B95-1561FF525682,[Commercial/Institutional][Solid Fuels][Emissions][CO2][kt][no source][no method][no target][no option][no type]
541ACACF-1775-4A3E-BC69-2174E4B16D5F,[Commercial/Institutional][Solid Fuels][Emissions][N2O][kt][no source][no method][no target][no option][no type]
92313DD4-2783-48C6-AC24-1FFFE07946C2,[Residential][Biomass][Emissions][CH4][kt][no source][no method][no target][no option][no type]
578A79D0-68EF-4135-8CC3-C3B2398F1526,[Residential][Biomass][Emissions][N2O][kt][no source][no method][no target][no option][no type]
61DECDE5-9D11-4E79-B301-961BC542E8FA,[Residential][Gaseous Fuels][Emissions][CH4][kt][no source][no method][no target][no option][no type]
9EE19384-1F14-4319-9B9D-95D2BFC21580,[Residential][Gaseous Fuels][Emissions][CO2][kt][no source][no method][no target][no option][no type]
3020D6BA-47E8-44F8-8635-ACB0827561D6,[Residential][Gaseous Fuels][Emissions][N2O][kt][no source][no method][no target][no option][no type]
6F555CFB-74B5-4A95-89C6-CCAEFA22CAE4,[Residential][Liquid Fuels][Emissions][CH4][kt][no source][no method][no target][no option][no type]
9C6A3743-4DB3-4A1C-8F27-B489CFC3160C,[Residential][Liquid Fuels][Emissions][CO2][kt][no source][no method][no target][no option][no type]
C378B1C9-E201-4BCE-85CD-3B1FA87087CD,[Residential][Liquid Fuels][Emissions][N2O][kt][no source][no method][no target][no option][no type]
E92151E1-FCE4-4820-9E35-42D9A9BBC8CF,[Residential][Peat][Emissions][CH4][kt][no source][no method][no target][no option][no type]
B485A385-9938-4AFC-A12B-2F5F4968DA9D,[Residential][Peat][Emissions][CO2][kt][no source][no method][no target][no option][no type]
C1DE9C13-F6C5-4963-B098-AF67C9EB672D,[Residential][Peat][Emissions][N2O][kt][no source][no method][no target][no option][no type]
532288ED-022E-40AA-8D5A-9C0B8FBB04B0,[Residential][Solid Fuels][Emissions][CH4][kt][no source][no method][no target][no option][no type]
7D7B8F81-AA4B-4DF6-A903-68BBBCBBD0F2,[Residential][Solid Fuels][Emissions][CO2][kt][no source][no method][no target][no option][no type]
87EE2CB6-C984-4963-A1F8-E537FA3DBB13,[Residential][Solid Fuels][Emissions][N2O][kt][no source][no method][no target][no option][no type]
1771C512-256C-440A-B036-9C31CB76CFA7,[Agriculture/Forestry/Fishing][Biomass][Emissions][CH4][kt][Off-road vehicles and other machinery][no method][no target][no option][no type]
6BC2850D-2B83-47C7-8445-193779869EF3,[Agriculture/Forestry/Fishing][Biomass][Emissions][N2O][kt][Off-road vehicles and other machinery][no method][no target][no option][no type]
D4A56FC7-E397-4F70-8D52-38D1B872915A,[Agriculture/Forestry/Fishing][Gaseous Fuels][Emissions][CH4][kt][Off-road vehicles and other machinery][no method][no target][no option][no type]
75DF6A3A-582A-48D1-B990-660024602319,[Agriculture/Forestry/Fishing][Gaseous Fuels][Emissions][CO2][kt][Off-road vehicles and other machinery][no method][no target][no option][no type]
A9D3C799-2611-4AF9-B2DA-E52B9500E1AB,[Agriculture/Forestry/Fishing][Gaseous Fuels][Emissions][N2O][kt][Off-road vehicles and other machinery][no method][no target][no option][no type]
36646B3F-A1C1-44FA-BE94-E16673B598DD,[Agriculture/Forestry/Fishing][Liquid Fuels][Emissions][CH4][kt][Off-road vehicles and other machinery][no method][no target][no option][no type]
4A690F69-6E09-4E48-9076-1A3DC9578181,[Agriculture/Forestry/Fishing][Liquid Fuels][Emissions][CO2][kt][Off-road vehicles and other machinery][no method][no target][no option][no type]
2DDEF2AE-0DC0-4160-AAF5-BCF8B4623EDA,[Agriculture/Forestry/Fishing][Liquid Fuels][Emissions][N2O][kt][Off-road vehicles and other machinery][no method][no target][no option][no type]
61FD17A4-2F67-4DE1-8B47-AD879421F571,[Agriculture/Forestry/Fishing][Peat][Emissions][CH4][kt][Stationary combustion][no method][no target][no option][no type]
DF54BC92-B5DB-4962-B6CD-0959F0025F30,[Agriculture/Forestry/Fishing][Peat][Emissions][CO2][kt][Stationary combustion][no method][no target][no option][no type]
B9E12A06-A63F-45B5-A064-7DF03E2370DD,[Agriculture/Forestry/Fishing][Peat][Emissions][N2O][kt][Stationary combustion][no method][no target][no option][no type]
FF35BA6E-5761-4A11-BA98-0F0B0E45B36E,[Agriculture/Forestry/Fishing][Solid Fuels][Emissions][CH4][kt][Stationary combustion][no method][no target][no option][no type]
4A423D97-06D3-4D09-92B0-5F44026C30C9,[Agriculture/Forestry/Fishing][Solid Fuels][Emissions][CO2][kt][Stationary combustion][no method][no target][no option][no type]
CBB70E96-EC93-4F6D-86D8-D60D0B09C3B2,[Agriculture/Forestry/Fishing][Solid Fuels][Emissions][N2O][kt][Stationary combustion][no method][no target][no option][no type]
5934BC54-D1CE-4817-A780-531F71093E2F,[Other Other Sectors][Biomass][Emissions][CH4][kt][Mobile Combustion][no method][no target][no option][no type]
3ABA9BB5-239F-4FE8-9A5C-CB55EB8AD95A,[Other Other Sectors][Biomass][Emissions][N2O][kt][no source][no method][no target][no option][no type]
32BD600A-7443-456C-A7E5-707AA2FEFA98,[Other Other Sectors][Gaseous Fuels][Emissions][CO2][kt][no source][no method][no target][no option][no type]
9B98CFED-7E6A-4D11-8B4E-6EC298748605,[Other Other Sectors][Gaseous Fuels][Emissions][N2O][kt][no source][no method][no target][no option][no type]
C17FD647-2895-4483-BAF8-7CCB000EAA8E,[Other Other Sectors][Liquid Fuels][Emissions][CH4][kt][Mobile Combustion][no method][no target][no option][no type]
0E70F7ED-864F-4C1B-9637-E29F33EA3A66,[Other Other Sectors][Liquid Fuels][Emissions][CO2][kt][no source][no method][no target][no option][no type]
97064F40-34DD-440C-94E2-EEBD2F5977B1,[Other Other Sectors][Liquid Fuels][Emissions][N2O][kt][Mobile Combustion][no method][no target][no option][no type]
5E545526-15E4-431E-8109-84AA385CC3C7,[Other Other Sectors][Solid Fuels][Emissions][CO2][kt][no source][no method][no target][no option][no type]
C17FD647-2895-4483-BAF8-7CCB000EAA8E,[Other Other Sectors][Liquid Fuels][Emissions][CH4][kt][Mobile Combustion][no method][no target][no option][no type]
0E70F7ED-864F-4C1B-9637-E29F33EA3A66,[Other Other Sectors][Liquid Fuels][Emissions][CO2][kt][no source][no method][no target][no option][no type]
97064F40-34DD-440C-94E2-EEBD2F5977B1,[Other Other Sectors][Liquid Fuels][Emissions][N2O][kt][Mobile Combustion][no method][no target][no option][no type]
78A1F84C-8F8B-48E0-B2CA-8680039E58ED,[Coal Mining and Handling][Operation][Emissions][CH4][kt][no source][no method][no target][no option][no type]
B799A8A4-5F72-4265-AFF8-D688D66BFF9D,[Coal Mining and Handling][Operation][Emissions][CO2][kt][no source][no method][no target][no option][no type]
E800517A-07D5-49F6-B1E3-6D1B56356ED8,[Solid Fuel Transformation][Operation][Emissions][CH4][kt][no source][no method][no target][no option][no type]
D7E96D44-2BEC-43DE-A7C0-E6B6C0215609,[Solid Fuel Transformation][Operation][Emissions][CO2][kt][no source][no method][no target][no option][no type]
706BEE07-5FEC-4816-B19A-DD8302F77224,[Other Solid fuel operation][Operation][Emissions][CH4][kt][no source][no method][no target][no option][no type]
B66FF296-CA7D-4BB5-8774-53C86F2BBE90,[Other Solid fuel operation][Operation][Emissions][CO2][kt][no source][no method][no target][no option][no type]
C4CB1E3E-826D-4EA3-BC6B-850F1A2B61A4,[Oil][Operation][Emissions][CH4][kt][no source][no method][no target][no option][no type]
A96A2DED-01D5-459C-B5D8-B32B68164882,[Oil][Operation][Emissions][CO2][kt][no source][no method][no target][no option][no type]
189FC9EF-03BB-46C0-8D4E-45918C4C4465,[Oil][Operation][Emissions][N2O][kt][no source][no method][no target][no option][no type]
FAEF0142-3A21-4A96-8A4C-E915EF741D74,[Natural Gas][Operation][Emissions][CH4][kt][no source][no method][no target][no option][no type]
1F54B15E-80BC-476F-AD95-B2395CB2C861,[Natural Gas][Operation][Emissions][CO2][kt][no source][no method][no target][no option][no type]
F27F0104-F35E-4326-BD3C-CA97F3C38071,[Venting and Flaring][Operation][Emissions][CH4][kt][no source][no method][no target][no option][no type]
1461748B-DC0E-42E6-9E4A-971F607BFD5E,[Venting and Flaring][Operation][Emissions][CO2][kt][no source][no method][no target][no option][no type]
65C83A39-A7BF-4599-8BCD-320046C473A7,[Venting and Flaring][Operation][Emissions][N2O][kt][no source][no method][no target][no option][no type]
5EF16164-431D-4C7A-B8B9-A870D35E801E,[Other emissions from energy production][Operation][Emissions][CH4][kt][no source][no method][no target][no option][no type]
4369B04C-4388-43F3-BCD8-D13685451CBA,[Other emissions from energy production][Operation][Emissions][CO2][kt][no source][no method][no target][no option][no type]
03F9044F-A6C2-423B-B8FB-2EDE0C56444B,[Other emissions from energy production][Operation][Emissions][N2O][kt][no source][no method][no target][no option][no type]
D28C9004-CD0E-485E-B88A-2E95C2D476D8,[Cement Production][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
F423300C-BA7F-4D03-9867-F78E8116B2ED,[Lime Production][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
336ACDF1-8537-49AC-9BA8-B73CA22345FC,[Glass production][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
FAC892E6-F1C1-49E1-A910-18227B6DCC81,[Other Process Uses of Carbonates][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
237ECB7F-E333-4EBE-8F5C-9846ED852B08,[Ammonia Production][no classification][Emissions][CH4][kt][no source][no method][no target][no option][no type]
5DE99D34-F3C9-4BD9-B684-BB9BE7ECB63D,[Ammonia Production][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
8B1B85FF-B578-434E-8937-178FC85A2B99,[Ammonia Production][no classification][Emissions][N2O][kt][no source][no method][no target][no option][no type]
FB88FCCF-C304-4EF0-A612-E53F1A79E374,[Other chemical industry][no classification][Emissions][CH4][kt][no source][no method][no target][no option][no type]
C93F3593-4FEA-412A-9D08-0C032744AB68,[Other chemical industry][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
4545ADA8-107F-489B-96BD-3A5954C7FEDA,[Other chemical industry][no classification][Emissions][N2O][kt][no source][no method][no target][no option][no type]
F7F06A12-3F8B-4C85-8FCF-40CF10E23282,[Nitric Acid Production][no classification][Emissions][N2O][kt][no source][no method][no target][no option][no type]
AB50937C-97B2-41F7-980F-89FA8F22836A,[Adipic Acid Production][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
D954AB4B-FD83-4ACC-925C-8A21A0F08173,[Adipic Acid Production][no classification][Emissions][N2O][kt][no source][no method][no target][no option][no type]
4A391582-2EEB-48D7-AF89-F6915585E6E9,"[Caprolactam, Glyoxal and Glyoxylic Acid Production][no classification][Emissions][N2O][kt][no source][no method][no target][no option][no type]"
C2B13F7F-E6C5-4A3D-A469-544213F4B764,[Carbide Production][no classification][Emissions][CH4][kt][no source][no method][no target][no option][no type]
4D2AC966-C62E-43EF-898B-5F5C20CF58BB,[Carbide Production][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
F27C2DE3-9076-49EE-AAD6-D4EDA27BF331,[Titanium Dioxide Production][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
66BDCC4E-2819-40ED-8654-A0B68C445DD2,[Soda Ash Production][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
CBCD6504-291A-4437-A6FE-BB09DA30D406,[Petrochemical and Carbon Black Production][no classification][Emissions][CH4][kt][no source][no method][no target][no option][no type]
05BCB668-B553-410E-81CD-758715606B1A,[Petrochemical and Carbon Black Production][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
5A2D1B4A-C70F-4556-8D17-D183B2E3DDF9,[Fluorochemical Production][no classification][Emissions][HFCs][kt CO2 equivalent][no source][no method][no target][no option][no type]
35A9AEC3-8F0F-4993-89D1-58D5CD11B4C4,[Fluorochemical Production][no classification][Emissions][PFCs][kt CO2 equivalent][no source][no method][no target][no option][no type]
732980BE-8BEF-4DDA-9EB2-035DB543D22E,[Fluorochemical Production][no classification][Emissions][SF6][t][no source][no method][no target][no option][no type]
75C24625-084A-4B81-9339-695B146F4CC0,[Fluorochemical Production][no classification][Emissions][Unspecified mix of HFCs and PFCs][t CO2 equivalent][no source][no method][no target][no option][no type]
A839891C-9D5F-46E5-A7C0-8F8484E0CB5D,[Iron and Steel Production][no classification][Emissions][CH4][kt][no source][no method][no target][no option][no type]
0B4AD3E2-A2C3-4B69-86F6-4F151AFFEB88,[Iron and Steel Production][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
5FA222C3-2ECC-4363-891A-C196ECBE22B4,[Ferroalloys Production][no classification][Emissions][CH4][kt][no source][no method][no target][no option][no type]
285520A6-6DDB-41EF-AE1F-77C6B9E68D62,[Ferroalloys Production][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
557ED8D8-F014-416B-A153-8A4BF78B79F6,[Aluminium Production][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
3C767679-4569-452F-BDCA-19A0D1C66D7F,[Aluminium Production][no classification][Emissions][PFCs][kt CO2 equivalent][no source][no method][no target][no option][no type]
5EF369F1-B55E-407A-98A3-735C9823FAED,[Aluminium Production][no classification][Emissions][SF6][t][no source][no method][no target][no option][no type]
C02BB6B9-277A-4FFE-8539-ECB43CAE9088,[Magnesium Production][no classification][Emissions][HFCs][t CO2 equivalent][no source][no method][no target][no option][no type]
7B9CB61D-71B3-44E3-A178-A2E61CBB1B4E,[Lead Production][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
52CFD287-68F4-4F94-B171-5043B1B41E3A,[Zinc Production][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
334B6859-6B61-4B38-BC64-A61402E6B712,[Other Metal Industry][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
001950B2-E09B-4983-A42E-0E98DF370702,[Other Metal Industry][no classification][Emissions][N2O][kt][no source][no method][no target][no option][no type]
41E1773E-76A1-40A4-AFEF-D6DF4D1B054B,[Other Metal Industry][no classification][Emissions][SF6][kt][no source][no method][no target][no option][no type]
C2F744AF-DF32-4085-8A96-F7193074565D,[Lubricant Use][no classification][Emissions][CH4][kt][no source][no method][no target][no option][no type]
B3294F8A-33F3-458C-A60A-AD7CC677DDAC,[Lubricant Use][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
DEA5F71C-98A3-4049-8522-A00C193514C0,[Lubricant Use][no classification][Emissions][N2O][kt][no source][no method][no target][no option][no type]
EF45B95B-F514-45FB-B8BD-682DC5EC9646,[Paraffin Wax Use][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
DE6EBBA8-A3CB-4631-92B3-9C84266E615E,[Paraffin Wax Use][no classification][Emissions][N2O][kt][no source][no method][no target][no option][no type]
5A994B94-4065-4381-B971-C5887FD9CD12,[Other non energy products][no classification][Emissions][CH4][kt][no source][no method][no target][no option][no type]
EB4E5D23-065D-4631-9694-366CFBA4C13D,[Other non energy products][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
8F9C64A4-9BAC-4C32-8E8E-0DAABC26F768,[Integrated Circuit or Semiconductor][no classification][Emissions][HFCs][t CO2 equivalent][no source][no method][no target][no option][no type]
FF71D4C7-BF63-4D2E-B9A4-D32557371D36,[Integrated Circuit or Semiconductor][no classification][Emissions][PFCs][t CO2 equivalent][no source][no method][no target][no option][no type]
0E3A3693-F179-46C3-9B92-5D298B2D9191,[Other electronics industry][no classification][Emissions][HFCs][kt CO2 equivalent][no source][no method][no target][no option][no type]
E84C183F-748F-4822-B4FC-3923B88877FA,[Other electronics industry][no classification][Emissions][PFCs][kt CO2 equivalent][no source][no method][no target][no option][no type]
E92759E4-BD91-46D2-BEE4-B21C3C0D3207,[Refrigeration and Air conditioning][no classification][Emissions][HFCs][t CO2 equivalent][no source][no method][no target][no option][no type]
64649F32-08CA-436A-A94B-647622010D17,[Refrigeration and Air conditioning][no classification][Emissions][PFCs][t CO2 equivalent][no source][no method][no target][no option][no type]
D34330B3-3002-4DFC-9A04-37D5A6A13DA4,[Foam Blowing Agents][no classification][Emissions][HFCs][t CO2 equivalent][no source][no method][no target][no option][no type]
E3175DC0-9874-4BE7-83C4-AD902898E7C3,[Fire Protection][no classification][Emissions][HFCs][t CO2 equivalent][no source][no method][no target][no option][no type]
D7BA49B3-5AA6-458F-8A56-B6264FE85F8D,[Fire Protection][no classification][Emissions][PFCs][t CO2 equivalent][no source][no method][no target][no option][no type]
6FC398A2-8F1C-44B4-B6D1-99915D0E303E,[Aerosols][no classification][Emissions][HFCs][t CO2 equivalent][no source][no method][no target][no option][no type]
9125C284-93AC-4A5E-BD44-72E2596ED05A,[Solvents][no classification][Emissions][HFCs][t CO2 equivalent][no source][no method][no target][no option][no type]
993AAF4E-9C9D-4ECC-8120-48225790CE63,[Other Applications][no classification][Emissions][HFCs][t CO2 equivalent][no source][no method][no target][no option][no type]
2A8389E5-9042-47EC-B5AA-B9DB0C38C645,[SF6 and PFCs from Other Product Use][no classification][Emissions][PFCs][t CO2 equivalent][no source][no method][no target][no option][no type]
C4825CEC-2423-4908-AF4C-7F9BC8CB0FF8,[SF6 and PFCs from Other Product Use][no classification][Emissions][SF6][t][no source][no method][no target][no option][no type]
E097FCEC-3683-407C-81E5-3242BDBEB802,[N2O from Product Uses][no classification][Emissions][N2O][kt][no source][no method][no target][no option][no type]
B05A94ED-0A3E-434F-8E1A-577F216D53A4,[Other unspecifed product manufacture and use][no classification][Emissions][CH4][kt][no source][no method][no target][no option][no type]
C8E07045-7C52-4AEC-BDAC-BE696322499E,[Other unspecifed product manufacture and use][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
4C8F2A4E-EBB3-465E-9F3E-65F1163323A5,[Other unspecifed product manufacture and use][no classification][Emissions][HFCs][t CO2 equivalent][no source][no method][no target][no option][no type]
4581F975-BC7A-4D33-B3B5-774A153AA23A,[Other unspecifed product manufacture and use][no classification][Emissions][N2O][kt][no source][no method][no target][no option][no type]
AD3CF323-EA7D-4C6C-AAA0-6CD45E873E7E,[Other Industrial Process and Product Use][no classification][Emissions][CH4][kt][no source][no method][no target][no option][no type]
1D5C093A-C8A0-456B-B454-42421052B54F,[Other Industrial Process and Product Use][no classification][Emissions][CO2][kt][no source][no method][no target][no option][no type]
D185958B-F0D0-43B9-B1DF-8C615DE9BF96,[Other Industrial Process and Product Use][no classification][Emissions][HFCs][t CO2 equivalent][no source][no method][no target][no option][no type]
DBC376E1-2A68-4210-B733-BA5B4318E970,[Other Industrial Process and Product Use][no classification][Emissions][N2O][kt][no source][no method][no target][no option][no type]
8B8F3ABE-969D-44C9-A61D-C813EDF47B29,[Other Industrial Process and Product Use][no classification][Emissions][PFCs][t CO2 equivalent][no source][no method][no target][no option][no type]
02CE26D2-ADDA-44C9-89AB-9DBDB7710B70,[Other Industrial Process and Product Use][no classification][Emissions][SF6][kt][no source][no method][no target][no option][no type]
007AC2DF-F451-4565-BF96-E9DC9EF3F41D,[Other Industrial Process and Product Use][no classification][Emissions][Unspecified mix of HFCs and PFCs][t CO2 equivalent][no source][no method][no target][no option][no type]
C1B82D3E-5D07-483B-8A6E-7E2DA2A127DE,[Enteric Fermentation][Dairy Cattle][Emissions][CH4][kt][no source][no method][no target][Option A][no type]
BA25A7C3-8D05-4048-99A6-51B3714C47AB,[Enteric Fermentation][Growing Cattle][Emissions][CH4][kt][no source][no method][no target][Option B][no type]
9B8028B1-3221-41E1-B4CB-9322FC94C95F,[Enteric Fermentation][Mature Dairy Cattle][Emissions][CH4][kt][no source][no method][no target][Option B][no type]
2F742951-9B92-45C3-99F2-65547EDC4271,[Enteric Fermentation][Non-Dairy Cattle][Emissions][CH4][kt][no source][no method][no target][Option A][no type]
B06930D7-CCCF-48A7-A250-54AED8920D00,[Enteric Fermentation][Other Cattle][Emissions][CH4][kt][no source][no method][no target][Option C][no type]
67C2BF95-44C2-4282-8166-46CD90FEB901,[Enteric Fermentation][Other Mature Cattle][Emissions][CH4][kt][no source][no method][no target][Option B][no type]
B34B3E53-0112-41A0-AD31-8EF5180B0BD5,[Enteric Fermentation][Other Sheep][Emissions][CH4][kt][no source][no method][no target][no option][no type]
6D3E0AAF-9851-4110-B390-80302A38DDF4,[Enteric Fermentation][Other Swine][Emissions][CH4][kt][no source][no method][no target][no option][no type]
BF075830-C9C1-4BE0-BF10-9ECCB74F6B97,[Enteric Fermentation][Other livestock][Emissions][CH4][kt][no source][no method][no target][no option][no type]
D6B972B8-8A43-4118-8F2D-220ED7F1D3A0,[CH4 Emissions][Farming][Emissions][CH4][kt][no source][no method][no target][no option][no type]
94E5A98A-6DC9-41BA-A75B-0C9414CE8592,[N2O and NMVOC Emissions][Farming][Emissions][N2O][kt][no source][no method][no target][no option][no type]
2C014B8D-1F97-4DF6-8122-5E150E072DB4,[Irrigated][Farming][Emissions][CH4][kt][no source][no method][no target][no option][no type]
95E9B3AE-0FAE-4F85-A1DA-D6282420DC21,[Agricultural Soils][Direct N2O Emissions From Managed Soils][Emissions][N2O][kt][no source][no method][no target][no option][no type]
57E1FDDC-2BC9-4D33-8FC6-E92722CB4F58,[Agricultural Soils][Farming][Emissions][N2O][kt][no source][no method][no target][no option][no type]
1B00BD55-9073-465B-B349-3CDC175CE937,[Field Burning of Agricultural Residues][Cereals][Emissions][CH4][kt][no source][no method][no target][no option][no type]
FCA2A4AC-8A37-459D-A5CC-864FD3D68A2B,[Field Burning of Agricultural Residues][Cereals][Emissions][N2O][kt][no source][no method][no target][no option][no type]
3D0F3EAF-B900-43B3-BF6A-C4EE2AE0E295,[Field Burning of Agricultural Residues][Tubers and Roots][Emissions][CH4][kt][no source][no method][no target][no option][no type]
D63E2476-357D-47A6-AD3D-D3485D1335D4,[Field Burning of Agricultural Residues][Tubers and Roots][Emissions][N2O][kt][no source][no method][no target][no option][no type]
8E0618F4-18F4-46A8-81BF-70DA64714471,[Field Burning of Agricultural Residues][Sugar Cane][Emissions][CH4][kt][no source][no method][no target][no option][no type]
60705592-4C74-4455-9183-7A53D1AF3871,[Field Burning of Agricultural Residues][Other Agricultural residues][Emissions][CH4][kt][no source][no method][no target][no option][no type]
4F32D76E-CC03-463E-82FD-E5817021AEA6,[Field Burning of Agricultural Residues][Other Agricultural residues][Emissions][N2O][kt][no source][no method][no target][no option][no type]
E70C6446-1DBA-4D13-AD6A-B1F5AC27AF7A,[Limestone CaCO3][Farming][Emissions][CO2][kt][no source][no method][no target][no option][no type]
FBA54AF3-A8EB-4605-8C38-772DB9B49D99,[Dolomite CaMg(CO3)2][Farming][Emissions][CO2][kt][no source][no method][no target][no option][no type]
9BAA5620-F155-4FEB-ACC8-45D3C994137D,[Urea Application][Farming][Emissions][CO2][kt][no source][no method][no target][no option][no type]
B8F8AFCE-78A1-4AA0-A4CA-DEA0C6F5E360,[Other Carbon-containing Fertilizers][Farming][Emissions][CO2][kt][no source][no method][no target][no option][no type]
906F249E-2D50-49EC-933C-2BCAD72E01D5,[Other agriculture emissions][Farming][Emissions][CH4][kt][no source][no method][no target][no option][no type]
282D3894-6868-4D9A-A9ED-09D1AABCBFC6,[Other agriculture emissions][Farming][Emissions][CO2][kt][no source][no method][no target][no option][no type]
C316765E-BE96-424D-86F8-CA0BB178A053,[Other agriculture emissions][Farming][Emissions][N2O][kt][no source][no method][no target][no option][no type]
5C8D42A8-F6E8-4C40-83B8-1C58C422B172,[Forest Land][Land Use][Emissions][CH4][kt][Forest Land][no method][Forest Land][no option][no type]
C03955FA-436D-4C60-A64E-F934AB5FCC69,[Forest Land][Land Use][Emissions][CO2][kt][Forest Land][no method][Forest Land][no option][no type]
8722BB8B-4EBA-440C-B7CB-42E06F5C9BC3,[Forest Land][Land Use][Emissions][N2O][kt][Forest Land][no method][Forest Land][no option][no type]
69976ADA-8DAB-42A9-9324-17F477A85AD5,[Forest Land][Land Use][Emissions][CH4][kt][Land][no method][Forest Land][no option][no type]
1C0AF015-1138-4419-81B7-B7A94406317F,[Forest Land][Land Use][Emissions][CO2][kt][Land][no method][Forest Land][no option][no type]
A915A486-13C8-4391-B10D-617B557BC311,[Forest Land][Land Use][Emissions][N2O][kt][Land][no method][Forest Land][no option][no type]
2904998E-FD50-43B4-9422-5E17B5566732,[Cropland][Land Use][Emissions][CH4][kt][Cropland][no method][Cropland][no option][no type]
D97D94EC-5E26-4D1C-B9D9-9DF75178A43A,[Cropland][Land Use][Emissions][CO2][kt][Cropland][no method][Cropland][no option][no type]
B7E5585C-B812-4E45-A4D9-3A8FAFB301F6,[Cropland][Land Use][Emissions][N2O][kt][Cropland][no method][Cropland][no option][no type]
193888CF-B18D-452B-AD9A-68D44715FECC,[Cropland][Land Use][Emissions][CH4][kt][Land][no method][Cropland][no option][no type]
7E081AA5-1B30-409E-9B62-F1737D6AC928,[Cropland][Land Use][Emissions][CO2][kt][Land][no method][Cropland][no option][no type]
E71E27BA-FFE4-4D7A-93C2-228CF4D2CB86,[Cropland][Land Use][Emissions][N2O][kt][Land][no method][Cropland][no option][no type]
A3CCDB84-94FE-4858-B590-38BF1CBCC24A,[Grassland][Land Use][Emissions][CH4][kt][Grassland][no method][GrassLand][no option][no type]
04BBBD6D-FEC6-4938-A058-735DFF8D0804,[Grassland][Land Use][Emissions][CO2][kt][Grassland][no method][GrassLand][no option][no type]
