categorysource,measuregas,unit,party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
4BOAWMS,IEFN2O,kgN2O-N/kgN,EE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BOAWMS,IEFN2O,kgN2O-N/kgN,EE,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
4BOAWMS,IEFN2O,kgN2O-N/kgN,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BOAWMS,IEFN2O,kgN2O-N/kgN,FI,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019995262,0.02,0.02,0.02
4BOAWMS,IEFN2O,kgN2O-N/kgN,FR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BOAWMS,IEFN2O,kgN2O-N/kgN,GB,0.015225073,0.015920985,0.015840505,0.016064228,0.016049767,0.016231779,0.016563891,0.016723101,0.016984074,0.016953774,0.017103743,0.01720455,0.017125015,0.017216278,0.017241318,0.017099948,0.017268819,0.017224566,0.017344109,0.017179741,0.017025438,0.016986626,0.01707465
4BOAWMS,IEFN2O,kgN2O-N/kgN,GR,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
4BOAWMS,IEFN2O,kgN2O-N/kgN,HR,0.005,0.005,0.005,0.005,0.005,0.005001225,0.005001332,0.005001436,0.005001347,0.005001478,0.005002344,0.005002895,0.00500375,0.005003871,0.005003568,0.005003933,0.005003288,0.005002221,0.005002261,0.005001361,0.005000678,0.005000984,0.005
4BOAWMS,IEFN2O,kgN2O-N/kgN,HU,0.010285003,0.010380719,0.010725982,0.010364841,0.01053908,0.010694082,0.010365794,0.010720619,0.010538615,0.010277023,0.010549415,0.010635835,0.010357243,0.010146099,0.010493395,0.01087661,0.010787987,0.010722476,0.010855178,0.011205236,0.011090319,0.011150301,0.011590916
4BOAWMS,IEFN2O,kgN2O-N/kgN,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BOAWMS,IEFN2O,kgN2O-N/kgN,IT,-999,-999,-999,-999,-999,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BOAWMS,IEFN2O,kgN2O-N/kgN,IT,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
4BOAWMS,IEFN2O,kgN2O-N/kgN,LT,0.002193171,0.002334125,0.002173973,0.002371896,0.002382256,0.002381722,0.002468461,0.002406186,0.002444947,0.00261266,0.002649834,0.002741902,0.002800865,0.003061107,0.00307687,0.003254624,0.003382896,0.003609725,0.003678949,0.003845634,0.003961445,0.004246595,0.004541676
4BOAWMS,IEFN2O,kgN2O-N/kgN,LU,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4BOAWMS,IEFN2O,kgN2O-N/kgN,LV,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.001,0.001,0.001,0.001
4BOAWMS,IEFN2O,kgN2O-N/kgN,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,
4BOAWMS,IEFN2O,kgN2O-N/kgN,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BOAWMS,IEFN2O,kgN2O-N/kgN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BOAWMS,IEFN2O,kgN2O-N/kgN,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BOAWMS,IEFN2O,kgN2O-N/kgN,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BOAWMS,IEFN2O,kgN2O-N/kgN,RO,0.009146463,0.006975143,0.006323978,0.005852361,0.005704012,0.005888463,0.005388158,0.004111009,0.003870009,0.002595543,0.001497895,0.004244213,0.005047521,0.005714506,0.005974245,0.006791038,0.00699051,0.008158479,0.009256039,0.009071874,0.008506377,0.008339226,0.008455433
4BOAWMS,IEFN2O,kgN2O-N/kgN,SE,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BOAWMS,IEFN2O,kgN2O-N/kgN,SI,0.005,0.005,0.005,0.005,0.005,0.004471012,0.004486158,0.004506043,0.004462998,0.00373937,0.00384104,0.003729481,0.003741983,0.003708723,0.003648625,0.003698451,0.002651112,0.002761875,0.002779972,0.002956976,0.002938518,0.002938416,0.002892245
4BOAWMS,IEFN2O,kgN2O-N/kgN,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BSOLID,IEFN2O,kgN2O-N/kgN,AT,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BSOLID,IEFN2O,kgN2O-N/kgN,BE,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BSOLID,IEFN2O,kgN2O-N/kgN,BG,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BSOLID,IEFN2O,kgN2O-N/kgN,CY,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273,0.012727273
4BSOLID,IEFN2O,kgN2O-N/kgN,CZ,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BSOLID,IEFN2O,kgN2O-N/kgN,DE,0.010668855,0.01054032,0.010562447,0.010582372,0.01021092,0.010233202,0.010252796,0.010144722,0.009973459,0.009978853,0.009854485,0.009849079,0.009818761,0.009702098,0.009543577,0.009550149,0.009543058,0.009440591,0.009476496,0.009437035,0.009324804,0.009171253,0.009130607
4BSOLID,IEFN2O,kgN2O-N/kgN,DK,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BSOLID,IEFN2O,kgN2O-N/kgN,EE,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BSOLID,IEFN2O,kgN2O-N/kgN,ES,0.01796852,0.01794671,0.017943355,0.017949028,0.018035956,0.01795295,0.018107728,0.018046003,0.018016718,0.018013035,0.018076633,0.018097293,0.017985451,0.017964973,0.017904572,0.017859898,0.017867697,0.017894352,0.017750452,0.017751212,0.017624041,0.017555657,0.016809106
4BSOLID,IEFN2O,kgN2O-N/kgN,FI,0.014957052,0.015015295,0.015241047,0.015406292,0.015646594,0.01593915,0.016040249,0.016071204,0.016038377,0.015977061,0.015928279,0.015921866,0.016059423,0.016167293,0.016242153,0.016369818,0.016307164,0.016284169,0.016176954,0.016366431,0.016338355,0.016270668,0.016285153
4BSOLID,IEFN2O,kgN2O-N/kgN,FR,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BSOLID,IEFN2O,kgN2O-N/kgN,GB,0.019990657,0.019989232,0.019989366,0.019990003,0.019990889,0.019992772,0.019992036,0.019992454,0.019992328,0.0199923,0.019992511,0.019991926,0.019989501,0.019989884,0.019989457,0.019988749,0.019988043,0.019988164,0.019987709,0.019986792,0.019987723,0.019987413,0.019986919
4BSOLID,IEFN2O,kgN2O-N/kgN,GR,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BSOLID,IEFN2O,kgN2O-N/kgN,HR,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019985286,0.02,0.02,0.02,0.02,0.02
4BSOLID,IEFN2O,kgN2O-N/kgN,HU,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BSOLID,IEFN2O,kgN2O-N/kgN,IE,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BSOLID,IEFN2O,kgN2O-N/kgN,IT,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BSOLID,IEFN2O,kgN2O-N/kgN,LT,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0200104,0.02002256,0.02003236,0.020038171,0.020039914,0.020045857
4BSOLID,IEFN2O,kgN2O-N/kgN,LU,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BSOLID,IEFN2O,kgN2O-N/kgN,LV,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BSOLID,IEFN2O,kgN2O-N/kgN,MT,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BSOLID,IEFN2O,kgN2O-N/kgN,NL,0.019047898,0.019023484,0.018995804,0.018958247,0.018731037,0.018528099,0.01844747,0.018564025,0.01818007,0.018164124,0.018049785,0.018005293,0.018118093,0.018409338,0.018047969,0.017842118,0.017671352,0.018209377,0.018164225,0.018077533,0.017971366,0.019497833,0.018606321
4BSOLID,IEFN2O,kgN2O-N/kgN,PL,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02134512
4BSOLID,IEFN2O,kgN2O-N/kgN,PT,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BSOLID,IEFN2O,kgN2O-N/kgN,RO,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BSOLID,IEFN2O,kgN2O-N/kgN,SE,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BSOLID,IEFN2O,kgN2O-N/kgN,SI,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019918904,0.019914621,0.02
4BSOLID,IEFN2O,kgN2O-N/kgN,SK,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4BLVST,EMGHG,GgCO2eq,AT,1364.877141,1357.823731,1319.896612,1332.131227,1333.771323,1364.04021,1343.301218,1337.425298,1335.924428,1316.029271,1292.874972,1288.647439,1265.000585,1261.00785,1256.629274,1247.396236,1245.098258,1254.461575,1247.689317,1262.069307,1267.31594,1251.211787,1241.55505
4BLVST,EMGHG,GgCO2eq,BE,2399.660466,2350.936402,2369.303261,2436.135709,2436.371278,2490.470766,2489.006532,2495.734359,2525.05123,2548.463881,2389.273038,2332.419603,2266.367573,2185.760255,2155.944055,2126.82081,2105.751202,2131.616851,2134.482951,2150.749459,2189.998425,2167.050554,2166.577353
4BLVST,EMGHG,GgCO2eq,BG,5808.077247,5720.437243,4977.433666,3795.569036,2965.854655,2415.445889,2201.668243,1861.819862,1510.042404,1447.855851,1186.52021,999.6828909,1088.195612,1246.684268,1284.403067,1285.100086,1342.503465,1354.070762,1283.0593,1226.328717,1185.907483,1163.317744,1094.200687
4BLVST,EMGHG,GgCO2eq,CY,212.055735,215.4238501,227.5758792,241.4072963,241.158283,251.6374182,265.3087398,278.3662072,282.1814376,283.1624385,289.871379,316.0412277,338.2042424,322.5252396,309.3734346,283.3711252,268.8206922,283.6800789,282.0057367,272.5008711,281.5908414,274.7421055,267.4973428
4BLVST,EMGHG,GgCO2eq,CZ,2783.513922,2646.375945,2398.744819,2148.631416,1897.584039,1773.588725,1791.776874,1714.45154,1632.715352,1655.163505,1569.114468,1531.285454,1496.165718,1460.305365,1407.755757,1349.714415,1331.050952,1330.314543,1302.956301,1228.467115,1173.143529,1140.4163,1130.539036
4BLVST,EMGHG,GgCO2eq,DE,10534.308,9355.930829,9245.972149,9198.682075,9256.640551,9209.210034,9259.273781,9069.923254,9122.269885,9074.826118,8918.808592,9061.133523,8845.989713,8805.932329,8586.027992,8559.644793,8331.46501,8299.747032,8287.879665,8222.416363,7952.819888,7746.332501,7742.154723
4BLVST,EMGHG,GgCO2eq,DK,1584.939964,1607.418063,1657.691754,1694.958535,1668.868028,1657.47401,1668.891293,1687.801462,1731.989919,1700.394172,1709.162611,1754.664932,1786.778358,1792.801372,1832.394679,1815.886528,1756.038337,1772.297853,1730.260581,1692.589304,1721.664751,1710.735232,1687.943576
4BLVST,EMGHG,GgCO2eq,EE,382.5136233,355.6276235,291.9279803,234.2388686,218.3211847,196.1150279,174.0320015,174.1290286,170.0323,146.7216232,146.4654161,153.4052559,146.7070207,147.6323934,147.5632564,145.7499917,144.2281131,144.2474106,147.6406101,145.9931485,150.8373008,150.1015287,154.1329005
4BLVST,EMGHG,GgCO2eq,ES,7707.357519,7764.318668,7951.933288,8052.326464,8165.898033,8023.754949,8276.964151,8419.924126,8797.961224,8862.27237,9249.108375,9497.619306,9458.14381,9571.115375,9607.97289,9465.096849,9796.737706,9888.79007,9530.090988,9544.531513,9359.912829,9254.480002,9437.839117
4BLVST,EMGHG,GgCO2eq,FI,689.2059333,650.4911906,642.4287685,650.2159911,666.4531113,663.269159,674.5380115,700.1082028,682.9392543,664.9569626,662.0461871,639.547492,663.6972278,678.2231256,671.2341588,681.0706481,676.6211938,675.5549089,666.4496686,679.2326099,685.7295498,672.3171269,666.3508267
4BLVST,EMGHG,GgCO2eq,FR,14977.04703,14827.09785,14810.08405,14857.61624,14948.43369,15135.9352,15316.60879,15334.35581,15403.63261,15412.35054,15887.57984,15977.63594,15890.70794,15604.21796,15387.62995,15337.71369,15298.92122,15510.95024,15746.84396,15489.57016,15428.04304,15216.50126,15082.20447
4BLVST,EMGHG,GgCO2eq,GB,12302.36941,12414.1774,12366.89985,12447.74478,12515.75777,12351.86607,12566.66634,12853.44546,12737.9983,12251.97436,11655.76894,11114.65258,10700.63013,10510.93265,10562.94174,10214.54493,10148.77328,9882.736521,9635.799492,9454.386012,9376.569393,9297.852355,9258.967544
4BLVST,EMGHG,GgCO2eq,GR,656.0540384,649.3383031,645.8242483,625.5732991,618.7790179,611.6753282,620.4873924,618.836819,620.2584984,617.6200353,610.4997387,605.2993769,607.0885253,614.2138127,621.4844732,626.7724837,625.9005807,615.7461491,603.0438951,599.4783721,598.8327493,600.3243089,592.3053884
4BLVST,EMGHG,GgCO2eq,HR,610.4670497,579.5411236,452.3430548,450.8929023,432.8195983,399.4255677,382.8415416,376.1909614,368.1647204,389.4431109,370.9099152,374.0405686,371.0786017,388.6267721,406.5624113,379.8349959,497.9343281,478.2376528,452.4039997,463.156066,438.1644319,440.3010262,436.1909955
4BLVST,EMGHG,GgCO2eq,HU,4897.803494,4490.777524,3781.423013,3326.838245,2949.269182,2925.838006,2979.411148,2842.601908,2905.800345,2990.750725,2908.795058,2788.398035,2823.206596,2816.335313,2603.338991,2471.500019,2403.433349,2409.882194,2293.824131,2167.34604,2148.322524,2118.138691,2104.111888
4BLVST,EMGHG,GgCO2eq,IE,2788.738492,2825.031409,2854.096009,2847.796152,2834.635307,2832.6439,2942.045818,3014.01384,3054.402264,2927.825063,2787.127162,2797.314094,2783.225381,2754.505548,2742.178966,2747.508241,2724.597702,2661.150455,2660.776055,2642.969461,2600.621521,2576.131023,2702.495283
4BLVST,EMGHG,GgCO2eq,IT,7400.829315,7392.302732,7096.068974,7051.374868,6931.171834,7080.058901,7130.788145,7150.188171,7264.67752,7356.383918,7152.182632,7356.597549,7128.252781,7087.057112,6879.810338,6868.310503,6638.404254,6841.69949,6744.036921,6693.044435,6275.029051,5828.064808,5445.818467
4BLVST,EMGHG,GgCO2eq,LT,1979.002662,1836.364322,1316.370229,1115.666405,1025.43314,989.0221116,951.1165729,999.5520943,901.255185,816.965075,733.8259218,786.8092542,825.9002065,847.749889,839.3881587,859.6451953,876.2213354,845.7825399,825.6748894,792.6672509,800.5610176,759.2738906,769.9580389
4BLVST,EMGHG,GgCO2eq,LU,120.0202334,120.6188458,118.1696314,120.5749074,119.1972712,124.5780831,125.525877,126.1845879,127.8657335,132.8144337,127.5094083,125.4296334,121.7910717,119.5390314,117.1447604,119.6245525,116.5846806,118.9464574,120.0988871,120.6826043,124.1384888,123.4776585,121.7964102
4BLVST,EMGHG,GgCO2eq,LV,772.7601363,734.4052346,575.4123453,356.0374182,312.8227835,315.1812606,288.411987,271.868823,252.4108209,226.4573433,233.7270544,246.7708903,247.8303659,238.3960086,233.4580539,235.9575244,233.324164,239.4587144,229.5196864,228.6103085,223.1085422,215.4445417,223.279261
4BLVST,EMGHG,GgCO2eq,MT,33.35525384,31.4673908,31.7705748,32.46295307,31.98107378,31.31614921,32.57010168,33.61441244,32.29172712,32.83188995,38.89967297,38.61069947,37.62380621,35.28372126,37.09295128,35.48908911,35.21015691,36.62572851,32.90305299,31.98625963,31.17977378,25.53450319,22.05219675
4BLVST,EMGHG,GgCO2eq,NL,4235.077668,4334.485677,4295.259023,4325.67657,4116.36487,4353.694907,4260.494223,4175.62342,4063.236316,4021.781325,3905.453908,3802.163193,3695.382254,3430.889317,3530.0816,3567.755107,3534.459995,3624.808925,3716.993097,3937.73255,3900.099122,3685.714838,3635.472407
4BLVST,EMGHG,GgCO2eq,PL,11273.03868,11117.61173,10681.64304,9614.386393,9719.941085,9677.202543,9133.518799,9257.634924,9518.260844,9246.06111,8631.235857,8499.97568,8964.026068,8835.673753,8397.234276,8722.658713,9064.546257,9041.034658,8457.414547,8127.094815,8160.378497,7910.13936,7717.122679
4BLVST,EMGHG,GgCO2eq,PT,1711.367118,1760.459687,1755.691526,1755.239278,1738.047138,1718.271285,1667.296029,1653.762866,1661.098653,1687.807751,1660.983217,1596.697721,1518.768205,1445.999334,1424.340927,1405.564413,1400.695364,1383.421115,1375.057709,1368.119388,1350.50189,1335.458927,1335.89969
4BLVST,EMGHG,GgCO2eq,RO,3810.20341,2831.463589,2425.635243,2383.382454,2097.665953,2068.994911,2030.147204,1777.738152,1741.838608,1503.302325,1297.034876,1474.427113,1680.933937,1843.593198,2120.030491,2176.049562,2347.494207,2330.278545,2330.001219,2133.602668,1840.643634,1802.708683,1798.095491
4BLVST,EMGHG,GgCO2eq,SE,982.024378,958.6894214,984.05768,936.3926755,949.2329739,917.0580222,920.6548488,946.820391,927.3601415,877.582941,855.8403363,844.0634767,840.965827,828.7193243,836.9606,832.1313456,827.3105882,811.4011477,808.5200311,767.0308987,774.0701383,765.4256472,754.8567079
4BLVST,EMGHG,GgCO2eq,SI,733.8885733,685.5584296,717.6797567,680.4356741,673.3830047,635.7831079,609.880318,617.4727326,630.3492183,585.6385714,628.8275088,623.1709171,661.0440202,628.5730491,589.3541926,593.8785121,595.3698094,616.1942094,575.2411091,580.0568319,562.6522471,538.391334,528.5910304
4BLVST,EMGHG,GgCO2eq,SK,1545.653164,1411.175208,1229.560303,1084.071636,1016.161594,1059.651388,986.4483766,904.3873845,799.5382635,765.2333287,746.4233926,730.2586341,727.3822149,701.1590466,637.1994771,617.773893,602.9347286,581.1858474,547.8108516,540.9404017,532.6503959,461.7320655,474.6132363
4BLVST,EMCH4,Gg,AT,20.51819471,20.18320089,19.6060127,19.6999764,19.46056373,19.50156312,19.02897301,18.7691882,18.64966533,17.93394044,17.45946354,17.36709398,16.86925193,16.56027462,16.23442612,16.14500148,15.96702602,16.03337196,15.68607734,15.86831105,15.90862623,15.61908551,15.43563773
4BLVST,EMCH4,Gg,BE,68.47095069,66.28952577,67.62979057,69.83159867,69.54721333,71.34367072,71.50296473,71.9568091,73.68715064,74.57641831,71.31975906,68.91683096,67.21697084,65.38946192,64.03575096,63.3892651,63.1732348,64.61322785,64.90430907,65.52232864,66.95546554,66.48890995,66.70820851
4BLVST,EMCH4,Gg,BG,202.3625737,203.2286085,175.0297976,127.9711686,95.30836753,73.77466081,66.23167798,51.49095358,36.69251728,32.71768626,21.89459227,17.12054505,20.84154643,26.12008511,27.93869537,29.14507073,32.67395656,34.03488937,32.34777176,31.35766017,30.69964231,29.85725015,27.00043726
4BLVST,EMCH4,Gg,CY,4.1942114,4.35329465,4.87243798,5.306583984,5.1971982,5.453911,5.7589858,5.8180308,5.8988244,5.7455285,5.650771,6.1047315,6.604305,6.568951,6.345757,5.86680353,5.988399358,5.978790355,6.12914648,6.08239633,6.108928845,5.88272086,5.44850201
4BLVST,EMCH4,Gg,CZ,51.19514437,48.80715954,44.66429376,40.39593003,35.24836009,33.30426591,31.45587699,29.43796101,28.30513761,28.83949812,28.52454458,28.74360109,29.71554035,30.19326474,28.9883337,27.94508754,27.62078875,27.72855341,27.04073502,25.203161,23.37826187,22.6929181,22.36468876
4BLVST,EMCH4,Gg,DE,316.5529776,281.3880238,278.7325002,276.3228984,289.6734318,287.0939122,288.7130808,283.5307065,289.0974538,287.8131769,281.0544794,284.8129624,278.0104811,277.0724961,269.2537998,267.6402012,259.1152292,256.9469703,255.8301609,252.7852743,242.4797446,235.7612222,235.9085133
4BLVST,EMCH4,Gg,DK,46.91228359,48.18589961,50.30388337,52.23639154,51.77010014,51.97925347,52.56670734,53.15655307,54.84370969,53.9051014,55.7989227,57.8830228,59.49638102,60.5630682,61.85288019,62.06899824,60.85400809,61.56544782,60.62520939,60.45332864,61.88106087,62.29689651,61.77020129
4BLVST,EMCH4,Gg,EE,3.603043861,3.2540714,2.348977574,1.875769775,1.880054503,1.760196454,1.3638634,1.402658511,1.42853689,1.237724437,1.246015028,1.379700177,1.367189567,1.704416783,1.700858078,1.757344882,1.810026189,1.946862355,1.966792712,2.031524646,2.240409866,2.163106485,2.233671252
4BLVST,EMCH4,Gg,ES,277.3534311,279.0054539,288.5909881,293.6910353,296.0223098,293.7434524,299.3473034,307.1998351,322.754579,326.2199493,340.5481773,347.2075872,347.8218749,352.8445931,355.3753516,350.3308997,364.6917766,366.9531317,351.5067099,352.3904884,342.0754685,340.5719694,355.480188
4BLVST,EMCH4,Gg,FI,9.644074054,9.470234139,9.498774267,9.765906241,10.19312333,10.56818399,10.71110224,11.33103057,11.03937722,10.83568108,10.79447516,10.83861228,11.38065329,11.83293246,11.98160591,12.40042649,12.44315656,12.50835135,12.46579074,12.31505272,12.35532561,12.12245246,11.94123743
4BLVST,EMCH4,Gg,FR,404.0327225,399.9735089,402.6386281,406.0011477,408.6261559,419.3155614,431.7796483,437.9873051,446.2290821,453.0378298,472.5368211,481.2317478,484.6404924,480.2568626,478.2006384,480.6868017,482.712174,493.7955466,504.7638093,493.9783509,491.704005,486.1036803,481.4363067
4BLVST,EMCH4,Gg,GB,426.4766219,426.2301276,425.6855083,428.4063993,430.6193497,422.0948625,426.6797153,433.7632234,430.7300166,412.3765304,388.199613,366.8770376,355.7433546,346.8961181,350.0084315,340.3669589,339.800267,332.33243,324.4394849,320.0311813,317.9045989,315.2279244,314.2550472
4BLVST,EMCH4,Gg,GR,16.74461512,16.67246538,16.77298038,16.74642955,16.70880717,16.61465562,16.66500093,16.66018586,16.67275771,16.63306158,16.4451238,16.33965013,16.21908947,16.25006292,16.36180794,16.42925769,16.35781009,16.02612323,15.81201564,15.62040619,15.56434526,15.52750872,15.44890832
4BLVST,EMCH4,Gg,HR,10.886816,10.693598,8.08646,8.31806,8.3515,7.4977849,7.3944974,7.2631818,7.1562282,7.9359649,7.373631302,7.415938322,7.533883432,7.89638625,8.51457808,7.417561258,10.43790796,9.836764596,9.372466038,9.910955688,9.422817748,9.462398616,9.272831582
4BLVST,EMCH4,Gg,HU,149.683348,136.3939594,112.0887356,100.6955924,88.11717485,87.39972403,92.45576114,86.57604139,88.42650303,92.38068084,86.24135563,81.89731448,84.13939176,83.94845405,75.37260384,70.74564309,69.42733972,70.72718777,66.53223272,61.77650417,61.21212905,60.42027511,59.63613257
4BLVST,EMCH4,Gg,IE,112.0777183,113.0359459,114.2606031,113.9391823,112.984688,112.6436484,116.9692063,119.5683923,120.9372763,115.8273941,110.1841524,110.4635199,109.9338591,108.6606737,107.8665913,107.8540904,107.289685,104.6780309,104.4830151,103.7493461,102.4556277,101.7358954,106.5935448
4BLVST,EMCH4,Gg,IT,165.0779484,165.0262699,158.8597016,158.4891502,153.4816802,156.625578,157.0536651,156.407405,158.092592,159.6323512,156.2519181,159.3474769,155.5898106,155.047437,150.2863435,150.0685777,144.3175974,145.538176,141.0946356,136.8908301,122.3350155,100.7075602,81.1320984
4BLVST,EMCH4,Gg,LT,52.08343879,48.44675578,33.77365411,29.52071988,28.76503299,28.51205458,27.03442837,28.91477808,26.70530408,23.80624004,21.60121486,23.97282007,25.42998521,25.92024995,25.69305397,26.42890821,26.85892486,25.35431344,25.11102704,24.36746546,25.01924124,23.60512142,24.13257548
4BLVST,EMCH4,Gg,LU,3.744754066,4.046920123,4.079966005,4.215667092,4.213207955,4.423429976,4.448215306,4.565634289,4.720942227,5.16972906,4.943082434,4.84386561,4.725270288,4.599327384,4.490944099,4.526927257,4.321088043,4.319620906,4.266573233,4.200435819,4.266565273,4.296635224,4.260569858
4BLVST,EMCH4,Gg,LV,9.667081223,8.923898518,6.50246813,3.947815891,3.759079931,3.960079014,3.492840043,3.34774811,3.186757771,2.947789303,3.482879025,3.818050368,3.848615068,3.831499769,3.810936269,3.917762246,4.170474946,4.319086659,4.230289174,4.278858603,4.452152621,4.443327489,4.783501136
